token,average_attr
arabische,-0.09896107018
off,-0.09904766434
instantie,-0.09905248135
ãª,-0.09911397969
ro,-0.09932376258
ult,-0.09934104115
ker,-0.09938972375
omgekomen,-0.09942269306
ott,-0.0994708854
markt,-0.09977710323
vliegt,-0.09987096488
uziek,-0.0999885425
meter,-0.09999094158
terugkerende,-0.1001800671
aatje,-0.1002154723
urs,-0.1002409235
uitge,-0.1003240861
ep,-0.10033195
24,-0.1004395861
porn,-0.1004407629
points,-0.1004901752
ement,-0.1005387753
begeleiding,-0.1005498022
doel,-0.1005559266
crew,-0.1005744959
jones,-0.1007155329
gespeeld,-0.1007299125
gestuurd,-0.1007312778
objecten,-0.1007651538
maandagochtend,-0.100850434
stands,-0.1008586362
ri,-0.1009972569
uv,-0.1010914017
ann,-0.101135626
laten,-0.1012754035
teruggestuurd,-0.1015439257
tieners,-0.1015622914
ly,-0.1016779176
und,-0.1017200124
schoolplein,-0.1017358601
isha,-0.1017398238
2,-0.1019114808
1,-0.1019275332
verheugd,-0.1019748524
dro,-0.101978331
not,-0.1020156934
eo,-0.1020735316
zwanger,-0.1020791456
34,-0.1020935438
snappen,-0.1021212333
willen,-0.1021687549
filmpjes,-0.1022705887
alk,-0.1023606132
genieten,-0.1023741529
smon,-0.1026279554
aga,-0.1028466867
pakje,-0.1028835252
berekend,-0.102927573
kers,-0.1030789539
arning,-0.1031461135
gespreid,-0.1031732485
bij,-0.1032201129
ction,-0.1032535899
uten,-0.1033012271
natuur,-0.1034613309
apan,-0.1035066545
interessante,-0.1037871099
se,-0.1037991077
vin,-0.1040026162
waarom,-0.1042154884
dachten,-0.1042223722
iz,-0.1042499499
eigenlijk,-0.1042640589
zowel,-0.1042745709
waardeloos,-0.1044121273
ph,-0.1044522129
ambulante,-0.104567185
integreren,-0.1045912877
oeten,-0.1049176075
otes,-0.104920648
gain,-0.1049479352
ou,-0.1049683542
appy,-0.1049724396
kas,-0.1051443359
vival,-0.1053123772
ec,-0.1054175439
atoren,-0.1054543033
workshop,-0.1054984257
club,-0.1055166896
ulpt,-0.1055463701
stil,-0.1056364344
elen,-0.1058072778
telegraaf,-0.1058681607
aanwezig,-0.1058769468
adio,-0.1061704599
afspraken,-0.1061725467
bou,-0.1066224128
vijftien,-0.106633909
projecten,-0.1066904105
rusten,-0.1067984661
click,-0.1068153828
conclusie,-0.1068507234
bewijzen,-0.1068619266
bro,-0.1068800449
schrijft,-0.106940521
dia,-0.1069604089
abriek,-0.1069665328
denken,-0.1069835335
64,-0.1070634075
water,-0.1071550947
beeld,-0.1073291264
cc,-0.1073474301
team,-0.1074794938
ancy,-0.1074983527
past,-0.1075350058
ton,-0.1075783117
victor,-0.1075982451
new,-0.1076049757
tax,-0.1076094508
ken,-0.1076289166
australiã«,-0.1076781824
commercial,-0.1076925835
37,-0.107836384
nachtje,-0.1080424992
ial,-0.1080425085
of,-0.1081348114
orting,-0.1082367003
0,-0.1083266947
ieters,-0.1083516479
za,-0.1084901248
verantwoording,-0.108557336
uh,-0.1085814375
iram,-0.1085900366
ud,-0.1086422633
iper,-0.108748056
avonds,-0.1088551658
icker,-0.1088769957
ifer,-0.1088788435
oord,-0.1089877626
kassa,-0.1091016519
ã©,-0.109162475
the,-0.109186754
wijnen,-0.1092102403
fa,-0.1092131015
rix,-0.1092430286
zetting,-0.1092596427
spa,-0.1095087007
weet,-0.1095588365
moeite,-0.1095850809
applaus,-0.109815903
hoeven,-0.1098681344
ir,-0.1098698814
nam,-0.1099130574
bi,-0.109942077
dus,-0.1099515708
beek,-0.1099609137
km,-0.1100542992
optim,-0.1102649346
mobile,-0.1103390249
101,-0.1103644185
bt,-0.1103661389
rock,-0.1103757992
qu,-0.1104809946
stone,-0.1106868163
dacht,-0.1107861706
rag,-0.1108891173
welk,-0.1109438535
lang,-0.1109452607
song,-0.1109633883
artikel,-0.1111069884
daniel,-0.1111695543
spullen,-0.1111995106
kie,-0.1112054641
ijl,-0.1113766544
isy,-0.1114748474
uploaden,-0.1115901172
wii,-0.1116615832
morgen,-0.1116903016
zandvoort,-0.1118303016
??,-0.1118426757
nieuwsblad,-0.1119497791
voorraad,-0.1120509654
ijntje,-0.1122775397
eck,-0.112323107
52,-0.1125419568
mer,-0.1125966112
lig,-0.1125975183
plekje,-0.1126405969
steeds,-0.1128499109
58,-0.1128739791
meer,-0.112965617
andere,-0.1130111199
ibrary,-0.1131671276
78,-0.1132136062
lichaam,-0.113283189
nice,-0.1133411427
series,-0.1134126559
biertje,-0.11346443
agh,-0.1136109382
garnalen,-0.1137358397
ohn,-0.1138168871
air,-0.1138396312
webshops,-0.1138445884
bende,-0.113916626
groningen,-0.113963675
ama,-0.1140062178
wennen,-0.1141634807
atiet,-0.1144068837
award,-0.1144546289
oyer,-0.1144633591
ias,-0.1144862338
irrit,-0.1147547327
velen,-0.1148540754
azz,-0.1148583513
ident,-0.1150498682
play,-0.1150793145
oningen,-0.1152057052
voortgezet,-0.1153809726
zonnetje,-0.115407649
amb,-0.1154399411
blijven,-0.1154771113
riends,-0.1156037375
ga,-0.1157525592
gelezen,-0.1158295537
antal,-0.115860872
sol,-0.1159838438
zakjes,-0.1161256358
althans,-0.1161944643
budsman,-0.1162413806
jazz,-0.1162879243
februari,-0.1162977055
mededeling,-0.1165570319
tar,-0.1166216061
wim,-0.1166551311
iber,-0.1166966334
tekens,-0.1168066645
seizoen,-0.1168821695
ouch,-0.116974622
plannen,-0.1170661741
cup,-0.1171111963
minuten,-0.1171491549
voordelen,-0.117166806
onny,-0.1172629576
schelen,-0.1172851771
ontbijtje,-0.1172968894
franch,-0.117447935
young,-0.1174873933
ogie,-0.1175756752
faber,-0.1175937206
meldt,-0.1176092923
horeca,-0.1176872551
alen,-0.1177820187
rome,-0.1178138726
online,-0.1178352682
oofd,-0.1180287587
orsele,-0.1180661184
mij,-0.1181158243
len,-0.1181347957
kunstwerken,-0.1182249859
hoesten,-0.1183586866
engels,-0.118382793
spoort,-0.1183952615
kilometer,-0.1184224784
winkelen,-0.1186904088
bo,-0.1187967123
43,-0.1188284523
blad,-0.1188307033
loge,-0.1188565143
jonas,-0.118883878
hans,-0.1189321073
500,-0.1191651342
eerst,-0.1191662345
eert,-0.1191799344
ober,-0.1192743648
fd,-0.1193060907
ienten,-0.1193247363
geel,-0.1193433131
league,-0.1193816112
flash,-0.1194936484
sper,-0.1195713431
cre,-0.1196015967
ell,-0.1196618903
williams,-0.1197044738
tegelijkertijd,-0.1197669804
tem,-0.1198031967
naast,-0.1198214324
gezellen,-0.1199319884
college,-0.119961655
agenda,-0.1200157447
bor,-0.1201160839
outing,-0.1201219186
mam,-0.1202073633
opzetten,-0.1205147207
hone,-0.1205467749
petitie,-0.1205514511
pu,-0.1206039824
sterrein,-0.1206851266
inus,-0.1207133159
verhuisd,-0.1207619384
tafeltennis,-0.1207801178
son,-0.1208637357
alhoewel,-0.1209267229
aver,-0.1213154951
heu,-0.1213305444
bouterse,-0.121369658
ange,-0.1213937644
alo,-0.1213978529
at,-0.12142328
chat,-0.1214793418
orie,-0.121590364
precies,-0.1217636953
feedback,-0.1218132824
beurs,-0.1218223808
essen,-0.1218368802
hardlopen,-0.1218787214
liefdevol,-0.1219250485
sje,-0.1220650182
nooit,-0.1223269642
hoo,-0.1224891105
ballen,-0.1225190998
vinden,-0.122645958
oniem,-0.122790046
inks,-0.1228140518
ontvangen,-0.1228226399
hockey,-0.1228339109
bos,-0.1229175047
kom,-0.1229303584
designers,-0.1230414212
knallen,-0.1233206866
uiteen,-0.1233652756
mist,-0.1234010838
âĸ,-0.1235572323
moed,-0.1236087848
27,-0.1236626585
knipoog,-0.1237279028
ei,-0.1237814799
ico,-0.1238559445
kamp,-0.1239009268
talent,-0.1239459595
aparte,-0.1240026355
gestegen,-0.1240029559
hout,-0.1241477842
opleiding,-0.1243088925
fort,-0.1243131794
collectie,-0.1243284568
esl,-0.1243907264
uitgang,-0.1244801627
einde,-0.1247166162
rotterdam,-0.12483338
welkom,-0.1250798342
gekoppelde,-0.1250823289
beelden,-0.1251546227
pje,-0.1251594782
pet,-0.1252554842
resp,-0.1254361123
drogen,-0.1254368722
ure,-0.1254607303
ring,-0.1255664174
origin,-0.1257317811
samen,-0.1257646088
(,-0.1258384018
parking,-0.1258836836
overlast,-0.1259266376
santiago,-0.125940755
noemen,-0.1259585287
sbeek,-0.1259616613
wensen,-0.1259757943
park,-0.1260390864
rã©,-0.1262115119
leidt,-0.126250362
ust,-0.1262558156
vanaf,-0.126345
are,-0.1263565576
wever,-0.1263705269
stuur,-0.1264281005
antiek,-0.1264605224
@,-0.126507978
henk,-0.1265609766
meiden,-0.1266036928
trip,-0.126896735
ooien,-0.1269612759
datum,-0.1270035235
spring,-0.1270192191
vergeten,-0.1272508657
sc,-0.1272882888
veen,-0.1273065404
linker,-0.1273100849
wenen,-0.1273493432
derik,-0.127434883
pink,-0.1274447995
jou,-0.12747482
museum,-0.1275031522
geloof,-0.1275099786
rap,-0.1275446241
tes,-0.127550134
verdwijnt,-0.1275771558
haas,-0.1276154667
slippers,-0.1276703775
rugzak,-0.1277185529
verkeerd,-0.1278158719
raadple,-0.1278302222
rachten,-0.1280291528
raadsleden,-0.128082037
verzoeken,-0.1281627367
âĺº,-0.1282055982
uitzoeken,-0.128223896
ronde,-0.1283259624
splek,-0.1283448935
teleurgesteld,-0.1285068234
cties,-0.1285375059
geniet,-0.1285966549
<,-0.1286067225
bezoekje,-0.1286874499
isk,-0.1288794577
gevraagd,-0.1289614166
spray,-0.1290985197
vliegen,-0.1293434622
hug,-0.1293735104
vernieuwen,-0.1294514148
olia,-0.129534954
klooster,-0.1296145916
advocaten,-0.1296360642
verklaren,-0.129648149
negatief,-0.129909249
brussel,-0.1300485584
orgen,-0.1300660204
to,-0.1301602171
historie,-0.1303507388
ia,-0.1304332461
nt,-0.1305185966
paramaribo,-0.1305777282
po,-0.1307328942
gezinnen,-0.1307430535
liter,-0.1307758149
duc,-0.1308114044
zett,-0.1309145838
burg,-0.1309735593
leuks,-0.1310249567
racen,-0.1311248243
mogelijkheden,-0.1311390251
ã¼r,-0.1311968639
almere,-0.1312222378
ori,-0.1315143853
klikken,-0.1315491945
eronder,-0.1315804182
bieden,-0.1317158975
gesproken,-0.1317682852
atte,-0.1319265217
kart,-0.1321012564
gesp,-0.1321815314
fo,-0.1325324946
trade,-0.1326180845
hip,-0.1328034693
92,-0.1328139223
sleept,-0.1328215152
lelystad,-0.1328295767
amp,-0.132854881
scoop,-0.1330050677
omi,-0.1330422079
opende,-0.1331845373
gel,-0.1333427886
run,-0.1333790428
pick,-0.1334431469
ople,-0.1335361749
pen,-0.1335538963
iend,-0.1336353868
groningse,-0.133708091
iig,-0.1337264815
december,-0.1340678334
grotere,-0.1341276185
volgens,-0.134137091
experiment,-0.1341458559
ris,-0.1342534909
ikea,-0.1342948377
wens,-0.1343851688
youtube,-0.1344126742
amsterdam,-0.1346450277
vg,-0.1347751526
amo,-0.1349981129
chen,-0.135196821
balie,-0.1352125704
trailer,-0.1353576779
nemer,-0.1355385939
ffen,-0.1357054201
som,-0.135716645
laan,-0.135747999
gent,-0.1358479274
richting,-0.135959037
pload,-0.1359597929
hoff,-0.1361326664
aanpassing,-0.1363230646
(!),-0.1363286376
rechter,-0.1365392699
andro,-0.1366072893
ootje,-0.136692971
yd,-0.1367383639
roen,-0.1367393918
mar,-0.1368236234
dan,-0.1368678704
bestellen,-0.1368704038
ym,-0.1371265201
hemel,-0.1372032822
iy,-0.1373687685
enkel,-0.1373810108
fragmenten,-0.1374678314
jul,-0.1375121972
nie,-0.1375537417
verre,-0.1377515236
eters,-0.1377840472
oom,-0.1378396004
gierig,-0.1378408477
ything,-0.1379006803
key,-0.1379127153
list,-0.1382358832
podcast,-0.1382487565
aartje,-0.1382986903
inter,-0.1383000287
concept,-0.1386697739
els,-0.138899007
ect,-0.1389225972
oga,-0.1390105708
wist,-0.1391854649
toe,-0.1392644729
eep,-0.1392705292
oudste,-0.1393030733
prem,-0.1393134743
erst,-0.1394565962
uf,-0.1395960653
stijn,-0.1397866658
icien,-0.1397871673
eindelijk,-0.1399809368
klaar,-0.1399997936
overige,-0.1401097327
rustig,-0.140128672
heen,-0.1402475977
ier,-0.1402582776
agers,-0.1402608752
io,-0.1404383398
¬,-0.1404989204
uz,-0.1405019308
gar,-0.1405362459
ez,-0.1405400251
subtiele,-0.1405552775
pat,-0.1408378812
teken,-0.1409628538
olo,-0.1409804374
hert,-0.1411032677
kijk,-0.1413517546
immer,-0.1414275467
cus,-0.1415111526
point,-0.1416984648
cess,-0.1417907327
aft,-0.1420093179
eem,-0.142149871
duurder,-0.1421570219
ang,-0.1421759537
star,-0.1424846164
gemiddelde,-0.1427118629
bevestiging,-0.1429289728
8,-0.1430058709
photoshop,-0.1431004554
loop,-0.1431436883
xx,-0.1431735071
umbo,-0.1432198226
wen,-0.1433258862
ijker,-0.1434730701
bode,-0.1435428095
ria,-0.1437603384
duurt,-0.1437657128
loo,-0.1439058565
duiken,-0.1439366747
ret,-0.1440870917
machines,-0.1441566646
luxemburg,-0.1441712528
shoppen,-0.144318324
download,-0.1444091648
vorig,-0.1445444282
awa,-0.1446447223
press,-0.1448488242
outs,-0.1449209899
random,-0.1450076252
zoeken,-0.1450621801
column,-0.1451870512
erbij,-0.1451996637
educatie,-0.1453427374
nest,-0.1455140854
zuid,-0.1455246202
vraagt,-0.1456221656
plaats,-0.1456454423
live,-0.1456693833
onna,-0.1456701756
zone,-0.1456750008
imaal,-0.1457188129
lens,-0.145815219
sydney,-0.1459845155
tussenuit,-0.1460585445
://,-0.1463266281
oge,-0.1464155153
reat,-0.1466430426
ota,-0.1467570877
lijstje,-0.1468251963
th,-0.1469105671
).,-0.1469884133
liever,-0.1472608237
anne,-0.1472664033
ni,-0.1472994589
ys,-0.1475569633
jeffrey,-0.1475739032
voorzien,-0.1476541311
jean,-0.1476913095
gang,-0.1478171456
hartslag,-0.1478966475
__,-0.147939061
115,-0.1479690224
ba,-0.1481260545
98,-0.1481483902
igo,-0.1481759577
pas,-0.148178514
functionaliteiten,-0.1482022703
groen,-0.1482675587
opruimen,-0.1483220071
allenge,-0.1483288705
geregistreerd,-0.1484117508
iga,-0.1485788226
car,-0.1487137385
bosch,-0.1487458631
viel,-0.1487466097
antje,-0.1488532424
opvolger,-0.1489861012
fys,-0.1490174383
techn,-0.1490377192
verkoop,-0.149081199
ourney,-0.1494029313
ale,-0.1495090492
#ERROR!,-0.1496390942
komende,-0.1497035515
geen,-0.1499370286
verdeeld,-0.1500149444
evt,-0.1500870138
utton,-0.1502030492
ã,-0.1503430605
dip,-0.1504769176
aptop,-0.1506070346
gener,-0.1506085992
aer,-0.1509218988
gate,-0.1513480661
eet,-0.1513788761
melden,-0.1514432031
ble,-0.1514996737
uner,-0.1515423208
deken,-0.1516801119
babe,-0.1518533304
partner,-0.1519639194
minute,-0.151968262
verm,-0.1520466958
rob,-0.152097956
sturen,-0.1521239833
berg,-0.1522703694
reed,-0.1522870413
jr,-0.1524336648
bn,-0.152439631
meedoen,-0.1525984406
lee,-0.1526047438
edwin,-0.1526170522
zolang,-0.1526499987
tiener,-0.1527493745
ietsje,-0.1528064907
iner,-0.1529013962
eca,-0.1532417983
diende,-0.1532724053
ergernis,-0.1533020958
ric,-0.1533287459
kleedje,-0.1534220278
voet,-0.1535582519
rekening,-0.1537159291
holland,-0.1538458223
oringen,-0.1539208591
ochters,-0.153946951
onderscheid,-0.1539757848
juiste,-0.1540143993
omgekeerde,-0.1540938765
bas,-0.1541662278
gewoon,-0.1542104904
pic,-0.1546503392
::,-0.1546945721
iets,-0.1547791801
center,-0.1548933352
roon,-0.1549386308
ome,-0.1549654067
ka,-0.1550395633
zoekt,-0.1553985549
voegen,-0.1554298401
geopend,-0.1554653998
imus,-0.1555806696
vac,-0.1557289759
m,-0.1557851178
mers,-0.1558463799
dordt,-0.1559065553
onde,-0.1560785671
tabblad,-0.1560961753
zwer,-0.1561364625
colle,-0.1562848139
unn,-0.1567985826
tour,-0.1569020916
>>,-0.1569637284
gaard,-0.1569912359
stap,-0.1572615674
prive,-0.1572647244
ets,-0.1572991987
officiã«le,-0.1573786139
your,-0.1573840288
multifunctioneel,-0.1575378329
utrecht,-0.1578348633
weten,-0.1578487755
beel,-0.1579647213
kwijt,-0.1581667986
ove,-0.1582762756
kest,-0.1584064414
ilm,-0.1584081677
risk,-0.158449024
heide,-0.158598572
haag,-0.1586363067
pot,-0.1587061509
day,-0.1589089027
ara,-0.1589195605
soms,-0.158991522
hangt,-0.1589919846
licht,-0.1590207781
andra,-0.1591149293
jarig,-0.1593023458
hoeft,-0.1593117608
ofzo,-0.1594266832
spl,-0.1596701294
wiskunde,-0.1598079056
huilen,-0.1598984101
gebeld,-0.1600503991
ry,-0.1603015803
ulf,-0.1603219174
gie,-0.1604101343
cooper,-0.1604550332
fare,-0.1605570018
lt,-0.1605576259
felicit,-0.1607430279
geeft,-0.1608499489
inie,-0.1609091908
rtl,-0.1609258149
moeilijke,-0.1609594971
abn,-0.1609870843
sma,-0.1611078046
behandelaar,-0.1612316072
versie,-0.1612777002
ars,-0.1613110677
meg,-0.1615040097
surin,-0.1615687703
thuiswedstrijd,-0.1616224796
tegenkomt,-0.1616263241
gestemd,-0.1617682762
duidelijkheid,-0.1618067473
gehouden,-0.161959063
mã©ã©r,-0.1621193737
festival,-0.1622951056
liet,-0.1625680476
ontkennen,-0.1625939459
plas,-0.1628271639
cursus,-0.1628988244
totdat,-0.162900459
appen,-0.1629162629
steun,-0.1630968396
skype,-0.1631045211
harte,-0.1631680007
eens,-0.1632546265
tr,-0.1633115169
enkele,-0.1633570786
inzending,-0.1635624617
ingel,-0.1637246517
domin,-0.1639826447
cs,-0.1642804833
pagina,-0.1642924193
resent,-0.1644871831
vriendin,-0.1645588448
trend,-0.1648036172
brengt,-0.1650990085
reur,-0.1652785737
world,-0.1655401263
voorsprong,-0.1656914055
ikzelf,-0.1657557636
gã©ã©n,-0.1659850627
veren,-0.1660339777
premiã¨re,-0.1660634577
venter,-0.1660863464
#ERROR!,-0.1665416624
delta,-0.1665728539
ijer,-0.1667150067
musical,-0.1670776382
ouses,-0.1673792303
achteraf,-0.1673926512
ih,-0.1675069294
sw,-0.1675092969
stok,-0.1677689943
ontpl,-0.1678649038
hopen,-0.1681143846
spijtig,-0.1687321514
brillen,-0.168735534
daarna,-0.1689088983
wie,-0.1689464307
ortel,-0.1689465642
texel,-0.1694730073
neu,-0.1695067699
road,-0.1695395783
negentig,-0.1696965545
skosten,-0.169759661
pre,-0.1698581326
aankomende,-0.1702589244
adat,-0.1702764034
nike,-0.1703725755
&,-0.1703828608
vietnam,-0.1705830544
iana,-0.1706296951
champions,-0.1706469727
londen,-0.1707781429
psycholoog,-0.1709638387
wood,-0.1710809581
(',-0.1711398214
idi,-0.1711506202
crisis,-0.1711560576
isme,-0.1711602761
elle,-0.1713700872
ark,-0.1713992044
avo,-0.1714168414
gemist,-0.1715715783
erger,-0.1715844744
grenzen,-0.171669977
buit,-0.1717878729
hande,-0.1718180329
feestdag,-0.1720108986
herkennen,-0.1720573818
aub,-0.1722797942
speeld,-0.1723919576
an,-0.1725106855
vooruitzichten,-0.1726724422
aking,-0.1728031555
eeuws,-0.1728631109
:...,-0.1729207784
fm,-0.1730341383
aanbouw,-0.1731536537
misschien,-0.1733054885
odel,-0.1733278781
kenn,-0.1733318567
ame,-0.1733461372
ande,-0.1733776744
stuurde,-0.173421666
ore,-0.1734280473
stop,-0.1734808508
verwijderen,-0.1735258251
2015,-0.1735813526
ca,-0.1739015128
best,-0.1739377961
oelang,-0.173959201
ws,-0.1739951452
bubbels,-0.1740148216
para,-0.1743913442
beheerders,-0.1747196615
afloop,-0.1747573614
beschikbaar,-0.1752796003
geweest,-0.175371364
informatie,-0.1756437921
aur,-0.1759007787
ugh,-0.1760311201
woensdag,-0.1761701688
essentieel,-0.1763098203
acon,-0.176889498
zoek,-0.1770524984
begrijp,-0.1771677598
ings,-0.1772937029
imburg,-0.1773671913
att,-0.177401936
docent,-0.1775758937
willem,-0.1775805666
bilj,-0.1776347011
ream,-0.1776378006
dingetjes,-0.1778535992
ola,-0.1779981739
gd,-0.1782631527
rail,-0.1783649819
breng,-0.178646639
33,-0.1791370588
mrt,-0.1791841239
groninger,-0.1792635918
stokbrood,-0.1792799234
stede,-0.1793158554
garage,-0.1794265364
succes,-0.1795798788
wek,-0.1796344221
hahaha,-0.1799265742
hands,-0.1802398264
rijdings,-0.1806503236
score,-0.1807959229
gereisd,-0.1810756773
iã«rs,-0.1811908549
redenen,-0.1814358356
ayer,-0.1816328615
marijn,-0.1817399401
gekeken,-0.1818133738
trap,-0.1819671008
compact,-0.1820229739
ake,-0.182100269
recept,-0.1823004633
vrijdag,-0.1824453578
oni,-0.1826387048
ontsnappen,-0.1826441279
bart,-0.1828470863
slechts,-0.18291796
collega,-0.1829189054
eback,-0.1830304712
abine,-0.1831203103
nogmaals,-0.1832723767
tast,-0.1833571494
ond,-0.1837562439
my,-0.1837760673
ard,-0.1838180785
schrijf,-0.1839012191
slechte,-0.1840216434
endrik,-0.184061043
timmer,-0.1840744913
berhaupt,-0.1840857863
haha,-0.1843595257
dagblad,-0.1846518368
div,-0.1847433355
geret,-0.1848381162
versnellen,-0.1849362925
anim,-0.1849458603
vandaar,-0.1849652803
zwolle,-0.1850361079
jama,-0.1850674003
maart,-0.185072769
kapelle,-0.1858797669
otten,-0.1861500442
dagje,-0.1863739504
bloemendaal,-0.1864062101
klusjes,-0.1864255965
twijfel,-0.1866507605
keertje,-0.1869337612
gezelschap,-0.1870041862
roken,-0.1871002237
vermijden,-0.1872715056
uwer,-0.1873028278
waarin,-0.1876849821
afgerond,-0.1878929734
79,-0.187938849
tien,-0.1883546713
arbe,-0.1883603109
orp,-0.1884255465
iciat,-0.1887426838
onnodig,-0.1887472421
tegelijk,-0.1888054659
durf,-0.1896402575
vrachtwagens,-0.1897315383
vanuit,-0.1898428525
ation,-0.1898640642
hz,-0.1898726666
lips,-0.1899455171
niks,-0.1903670788
afgedaan,-0.1904620528
reen,-0.1905553788
ua,-0.1909290341
nh,-0.1910286434
vision,-0.191092826
#ERROR!,-0.1912169755
klein,-0.1913036103
etten,-0.1913511381
vermelding,-0.1916439608
you,-0.1918868527
upload,-0.1919662505
npo,-0.1921977232
relatief,-0.1924709678
one,-0.1925137517
118,-0.1926032156
muis,-0.1926433885
la,-0.1932060376
james,-0.1932568103
made,-0.1932730377
ulen,-0.1933064401
geheim,-0.1934043169
nik,-0.1936315844
ikte,-0.1937550753
hunt,-0.193934083
website,-0.1940679883
gef,-0.1941696815
weekendje,-0.1944950074
abl,-0.1945837736
pakte,-0.1945921034
eek,-0.1947083973
zulke,-0.1950768361
28,-0.195351186
temperatuur,-0.195352748
wekken,-0.1953637153
co,-0.1954197094
onl,-0.1954832353
gooi,-0.1956233308
eerder,-0.1957968177
reet,-0.1958784051
vangt,-0.1958914846
toegestaan,-0.1960306466
bikini,-0.1962710768
yen,-0.1962784703
ting,-0.1964321434
vorige,-0.196693998
restaurant,-0.1967879534
:,-0.1969065411
sun,-0.1969805323
produ,-0.197086975
mov,-0.1974015459
opinie,-0.1975917021
gezichten,-0.1976474673
uin,-0.197761147
which,-0.1978370994
ost,-0.1980287512
ioneel,-0.1982293129
ace,-0.1982613889
bakken,-0.1983032183
aanwijzingen,-0.1983607411
moot,-0.1983970255
jeblieft,-0.1986059994
tilburg,-0.19866318
bedenkingen,-0.1989101321
antie,-0.1989502907
adem,-0.1991531402
shop,-0.1993446296
jessica,-0.1994037479
personen,-0.1996038027
schooltijd,-0.1999360472
chaus,-0.2000179738
ica,-0.2000322444
vante,-0.2000780553
gedeeltelijk,-0.2000810802
ask,-0.2006319836
vallig,-0.2007380923
ijf,-0.2007547617
onderzoeken,-0.2008112147
urk,-0.2008166711
lauren,-0.2009114027
twe,-0.200986322
tã³ch,-0.201008752
ambt,-0.2011358142
ieã«n,-0.2012425624
eindhoven,-0.2012680115
attle,-0.2013960911
stiekem,-0.2015709616
gepost,-0.2015714794
betreft,-0.2017091811
anis,-0.2019151896
sea,-0.2019264549
wilt,-0.2023917141
eeds,-0.2024023533
geverij,-0.202649191
dire,-0.202778995
hob,-0.2029321529
self,-0.2030398212
moo,-0.2032721937
rondom,-0.20348382
gala,-0.2036651075
âģķ,-0.2036764786
ietjes,-0.2038271008
hs,-0.2039683349
nv,-0.2040287764
orno,-0.2040341944
woon,-0.2042042001
ijgen,-0.204250738
schaps,-0.2044497682
illig,-0.2045746148
micro,-0.204604717
voordat,-0.2046600841
voornamelijk,-0.2048376203
get,-0.2051316436
2014,-0.2054319417
literaire,-0.2056245655
aanmelden,-0.2056430876
alphen,-0.205659166
popul,-0.2057283223
data,-0.2059776194
·,-0.2062019678
werkwijze,-0.2062613666
douchen,-0.2065198918
erklein,-0.2065256089
mber,-0.2065324362
aangest,-0.2068836391
obs,-0.2068924909
cat,-0.2069398864
sim,-0.2069529952
zy,-0.2070002137
feesten,-0.2070380645
januari,-0.2070645678
elfort,-0.2071065435
denk,-0.207250118
koeler,-0.207295537
smeer,-0.2074454576
video,-0.207500538
aantal,-0.2076229947
schilder,-0.2076322883
meesters,-0.2078291234
lex,-0.2081696764
hal,-0.2082626753
gordijnen,-0.2083248347
oa,-0.2086446621
gevings,-0.2088800073
kopen,-0.2090234957
tea,-0.20919168
duiven,-0.2092809528
lem,-0.209318735
meedenken,-0.209497269
blijf,-0.2095270395
sson,-0.2095474897
erke,-0.2095623016
jas,-0.2095729113
ion,-0.2097010894
ora,-0.2097263154
spe,-0.2098195717
april,-0.2099290539
besef,-0.2101308703
liepen,-0.2102810591
overd,-0.2103458904
technologie,-0.2103557587
smer,-0.2104157954
zaterdag,-0.2104289979
39,-0.2106626321
schoorsteen,-0.2107820958
str,-0.2112802759
che,-0.2114913999
vragen,-0.2118271155
arden,-0.2118706542
facebook,-0.2120100379
welke,-0.2121146193
¯,-0.2122208567
organisaties,-0.2123620361
),-0.212363158
gewaarschuwd,-0.2125840187
):,-0.2126404069
hoef,-0.2126761544
boete,-0.2128083629
verbazingwekkend,-0.2132112235
jectief,-0.2133247219
overzicht,-0.2138857841
horn,-0.2139106393
concentreren,-0.2140585929
vies,-0.2140809149
help,-0.2142977007
drukken,-0.2143237703
samson,-0.2144044936
feyenoord,-0.214728729
aldo,-0.2148069638
weekend,-0.2149677352
inspir,-0.2153372616
round,-0.2153660357
zaterdagavond,-0.21572867
aim,-0.2158158123
ucket,-0.2158961371
ieme,-0.2160778187
illen,-0.2162066363
opgehaald,-0.2171302073
kitchen,-0.2171590179
ala,-0.2173749236
meet,-0.2173815208
wards,-0.2177200764
gezien,-0.2179248103
theater,-0.2179361638
aant,-0.2181113824
beland,-0.2182693481
inmiddels,-0.2183409664
ycling,-0.2186982334
ado,-0.2187719898
baker,-0.2194250673
sterker,-0.2197963744
eline,-0.2198080883
verbeterd,-0.2201143897
zie,-0.2204303035
kshop,-0.2204720825
scriptie,-0.2205688208
verlaagt,-0.220808737
uimte,-0.2209636122
.:,-0.2210534364
cruz,-0.2212376744
vaker,-0.221540192
hes,-0.2216722667
oneerlijk,-0.2219578475
odafone,-0.2220417807
verwachtte,-0.222326681
gezand,-0.2227931299
fotom,-0.2229618132
tegenaan,-0.2231647223
euw,-0.2233409764
curs,-0.2233542204
onbe,-0.2234397144
etta,-0.2234888449
jaardag,-0.2235918534
rk,-0.2238924123
eeuwen,-0.2239232659
uva,-0.2239307316
iking,-0.2239838894
oning,-0.22400407
hieraan,-0.2240568548
kreta,-0.2240841389
probeerde,-0.2240889072
afe,-0.2242191548
dierentuin,-0.2245630235
pasta,-0.2245816737
